lake,month,value
KE,1,"Bar0, 522.8102189781022"
KE,1,"Bar1, 502.00729927007296"
KE,1,"Bar2, 501.82481751824815"
KE,1,"Bar3, 501.64233576642334"
KE,3,"Bar0, 484.83009708737865"
KE,3,"Bar1, 491.38349514563106"
KE,3,"Bar2, 497.20873786407765"
KE,3,"Bar3, 499.3932038834951"
KE,3,"Bar4, 502.3058252427184"
KE,3,"Bar5, 503.03398058252424"
KE,3,"Bar6, 514.3203883495146"
KE,3,"Bar7, 514.6844660194174"
KE,3,"Bar8, 515.0485436893204"
KE,3,"Bar9, 521.0558252427185"
KE,3,"Bar10, 521.7839805825242"
KE,3,"Bar11, 534.1626213592233"
KE,3,"Bar12, 534.8907766990292"
KE,3,"Bar13, 536.1650485436893"
KE,3,"Bar14, 552.002427184466"
KE,3,"Bar15, 556.5533980582525"
KE,2,"Bar0, 533.9805825242719"
KE,2,"Bar1, 541.626213592233"
KE,4,"Bar0, 488.1067961165048"
KE,4,"Bar1, 499.02912621359224"
KE,4,"Bar2, 503.76213592233006"
KE,4,"Bar3, 509.5873786407767"
KE,4,"Bar4, 511.04368932038835"
KE,4,"Bar5, 510.6796116504854"
KE,4,"Bar6, 521.6019417475728"
KE,4,"Bar7, 523.6043689320388"
KE,4,"Bar8, 525.2427184466019"
KE,4,"Bar9, 525.6067961165048"
KE,4,"Bar10, 525.9708737864078"
KE,4,"Bar11, 527.0631067961165"
KE,4,"Bar12, 527.7912621359224"
KE,4,"Bar13, 533.6165048543689"
KE,4,"Bar14, 535.4368932038835"
KE,4,"Bar15, 535.9830097087379"
KE,4,"Bar16, 537.9854368932039"
KE,4,"Bar17, 538.3495145631068"
KE,4,"Bar18, 543.0825242718447"
KE,4,"Bar19, 542.7184466019418"
KE,4,"Bar20, 546.5412621359224"
KE,4,"Bar21, 550.9101941747573"
KE,4,"Bar22, 553.2766990291262"
KE,4,"Bar23, 553.2766990291262"
KE,4,"Bar24, 554.004854368932"
KE,4,"Bar25, 554.7330097087379"
KE,4,"Bar26, 557.2815533980582"
KE,4,"Bar27, 559.8300970873786"
KE,4,"Bar28, 559.8300970873786"
KE,4,"Bar29, 561.6504854368932"
KE,5,"Bar0, 490.2912621359223"
KE,5,"Bar1, 496.84466019417476"
KE,5,"Bar2, 496.84466019417476"
KE,5,"Bar3, 498.6650485436893"
KE,5,"Bar4, 501.5776699029126"
KE,5,"Bar5, 504.4902912621359"
KE,5,"Bar6, 505.58252427184465"
KE,5,"Bar7, 503.76213592233006"
KE,5,"Bar8, 508.49514563106794"
KE,5,"Bar9, 509.5873786407767"
KE,5,"Bar10, 511.04368932038835"
KE,5,"Bar11, 511.7718446601942"
KE,5,"Bar12, 511.7718446601942"
KE,5,"Bar13, 512.5"
KE,5,"Bar14, 513.5922330097087"
KE,5,"Bar15, 514.3203883495146"
KE,5,"Bar16, 520.5097087378641"
KE,5,"Bar17, 525.2427184466019"
KE,5,"Bar18, 525.6067961165048"
KE,5,"Bar19, 527.0631067961165"
KE,5,"Bar20, 527.7912621359224"
KE,5,"Bar21, 528.5194174757281"
KE,5,"Bar22, 532.5242718446602"
KE,5,"Bar23, 535.4368932038835"
KE,5,"Bar24, 535.8009708737864"
KE,5,"Bar25, 537.9854368932039"
KE,5,"Bar26, 538.7135922330098"
KE,5,"Bar27, 541.9902912621359"
KE,5,"Bar28, 542.3543689320388"
KE,5,"Bar29, 544.1747572815534"
KE,5,"Bar30, 545.2669902912621"
KE,5,"Bar31, 545.6310679611651"
KE,5,"Bar32, 546.7233009708738"
KE,5,"Bar33, 551.4563106796116"
KE,5,"Bar34, 552.1844660194174"
KE,5,"Bar35, 559.4660194174758"
KE,5,"Bar36, 565.1092233009709"
KE,6,"Bar0, 503.03398058252424"
KE,6,"Bar1, 504.8543689320388"
KE,6,"Bar2, 508.49514563106794"
KE,6,"Bar3, 513.9563106796116"
KE,6,"Bar4, 518.3252427184466"
KE,6,"Bar5, 522.6941747572815"
KE,6,"Bar6, 529.247572815534"
KE,6,"Bar7, 529.6116504854369"
KE,6,"Bar8, 529.9757281553398"
KE,6,"Bar9, 533.9805825242719"
KE,6,"Bar10, 535.4368932038835"
KE,6,"Bar11, 537.6213592233009"
KE,6,"Bar12, 538.7135922330098"
KE,6,"Bar13, 540.1699029126214"
KE,6,"Bar14, 541.626213592233"
KE,6,"Bar15, 541.2621359223301"
KE,6,"Bar16, 541.626213592233"
KE,6,"Bar17, 542.7184466019418"
KE,6,"Bar18, 542.7184466019418"
KE,6,"Bar19, 545.995145631068"
KE,6,"Bar20, 546.7233009708738"
KE,6,"Bar21, 546.7233009708738"
KE,6,"Bar22, 547.8155339805826"
KE,6,"Bar23, 548.9077669902913"
KE,6,"Bar24, 550.3640776699029"
KE,6,"Bar25, 550"
KE,6,"Bar26, 550.7281553398059"
KE,6,"Bar27, 551.0922330097087"
KE,6,"Bar28, 550"
KE,6,"Bar29, 551.4563106796116"
KE,6,"Bar30, 554.004854368932"
KE,6,"Bar31, 555.0970873786408"
KE,6,"Bar32, 555.0970873786408"
KE,6,"Bar33, 556.5533980582525"
KE,6,"Bar34, 555.4611650485436"
KE,6,"Bar35, 557.6456310679612"
KE,6,"Bar36, 558.7378640776699"
KE,6,"Bar37, 558.373786407767"
KE,6,"Bar38, 562.7427184466019"
KE,6,"Bar39, 566.3834951456311"
KE,7,"Bar0, 499.3932038834951"
KE,7,"Bar1, 511.7718446601942"
KE,7,"Bar2, 524.1504854368932"
KE,7,"Bar3, 540.8980582524272"
KE,7,"Bar4, 540.8980582524272"
KE,7,"Bar5, 541.626213592233"
KE,7,"Bar6, 543.0825242718447"
KE,7,"Bar7, 543.0825242718447"
KE,7,"Bar8, 543.4466019417475"
KE,7,"Bar9, 542.7184466019418"
KE,7,"Bar10, 544.9029126213592"
KE,7,"Bar11, 544.9029126213592"
KE,7,"Bar12, 544.9029126213592"
KE,7,"Bar13, 545.2669902912621"
KE,7,"Bar14, 545.2669902912621"
KE,7,"Bar15, 545.6310679611651"
KE,7,"Bar16, 546.7233009708738"
KE,7,"Bar17, 547.0873786407767"
KE,7,"Bar18, 547.8155339805826"
KE,7,"Bar19, 547.8155339805826"
KE,7,"Bar20, 548.1796116504854"
KE,7,"Bar21, 548.9077669902913"
KE,7,"Bar22, 548.1796116504854"
KE,7,"Bar23, 548.9077669902913"
KE,7,"Bar24, 550"
KE,7,"Bar25, 549.2718446601941"
KE,7,"Bar26, 548.5436893203884"
KE,7,"Bar27, 550"
KE,7,"Bar28, 550.3640776699029"
KE,7,"Bar29, 550.3640776699029"
KE,7,"Bar30, 550.3640776699029"
KE,7,"Bar31, 550.3640776699029"
KE,7,"Bar32, 550.7281553398059"
KE,7,"Bar33, 550.9101941747573"
KE,7,"Bar34, 551.8203883495146"
KE,7,"Bar35, 552.1844660194174"
KE,7,"Bar36, 552.5485436893204"
KE,7,"Bar37, 552.5485436893204"
KE,7,"Bar38, 553.6407766990292"
KE,7,"Bar39, 552.9126213592233"
KE,7,"Bar40, 552.9126213592233"
KE,7,"Bar41, 554.004854368932"
KE,7,"Bar42, 554.7330097087379"
KE,7,"Bar43, 554.1868932038835"
KE,7,"Bar44, 554.7330097087379"
KE,7,"Bar45, 555.0970873786408"
KE,7,"Bar46, 556.1893203883495"
KE,7,"Bar47, 556.1893203883495"
KE,7,"Bar48, 556.9174757281553"
KE,7,"Bar49, 556.9174757281553"
KE,7,"Bar50, 558.1917475728155"
KE,7,"Bar51, 557.2815533980582"
KE,8,"Bar0, 526.6990291262136"
KE,8,"Bar1, 533.252427184466"
KE,8,"Bar2, 534.7087378640776"
KE,8,"Bar3, 539.4417475728155"
KE,8,"Bar4, 540.1699029126214"
KE,8,"Bar5, 542.7184466019418"
KE,8,"Bar6, 542.7184466019418"
KE,8,"Bar7, 543.8106796116505"
KE,8,"Bar8, 544.1747572815534"
KE,8,"Bar9, 544.9029126213592"
KE,8,"Bar10, 544.9029126213592"
KE,8,"Bar11, 545.6310679611651"
KE,8,"Bar12, 545.6310679611651"
KE,8,"Bar13, 546.7233009708738"
KE,8,"Bar14, 546.7233009708738"
KE,8,"Bar15, 547.4514563106796"
KE,8,"Bar16, 548.1796116504854"
KE,8,"Bar17, 547.4514563106796"
KE,8,"Bar18, 548.1796116504854"
KE,8,"Bar19, 548.1796116504854"
KE,8,"Bar20, 548.1796116504854"
KE,8,"Bar21, 547.8155339805826"
KE,8,"Bar22, 548.9077669902913"
KE,8,"Bar23, 549.2718446601941"
KE,8,"Bar24, 549.6359223300971"
KE,8,"Bar25, 550.3640776699029"
KE,8,"Bar26, 551.0922330097087"
KE,8,"Bar27, 550.7281553398059"
KE,8,"Bar28, 552.5485436893204"
KE,8,"Bar29, 552.9126213592233"
KE,8,"Bar30, 550.7281553398059"
KE,8,"Bar31, 551.4563106796116"
KE,8,"Bar32, 555.0970873786408"
KE,9,"Bar0, 523.0582524271845"
KE,9,"Bar1, 524.8786407766991"
KE,9,"Bar2, 527.4271844660194"
KE,9,"Bar3, 532.8883495145631"
KE,9,"Bar4, 534.7087378640776"
KE,9,"Bar5, 535.4368932038835"
KE,9,"Bar6, 538.7135922330098"
KE,9,"Bar7, 539.0776699029126"
KE,9,"Bar8, 538.7135922330098"
KE,9,"Bar9, 538.3495145631068"
KE,9,"Bar10, 541.0800970873786"
KE,9,"Bar11, 540.8980582524272"
KE,9,"Bar12, 542.7184466019418"
KE,9,"Bar13, 543.8106796116505"
KE,9,"Bar14, 543.8106796116505"
KE,9,"Bar15, 544.9029126213592"
KE,9,"Bar16, 544.9029126213592"
KE,9,"Bar17, 543.8106796116505"
KE,9,"Bar18, 544.5388349514564"
KE,9,"Bar19, 546.1771844660194"
KE,9,"Bar20, 546.7233009708738"
KE,9,"Bar21, 546.7233009708738"
KE,9,"Bar22, 547.4514563106796"
KE,9,"Bar23, 548.5436893203884"
KE,9,"Bar24, 548.5436893203884"
KE,9,"Bar25, 547.8155339805826"
KE,9,"Bar26, 548.5436893203884"
KE,9,"Bar27, 548.5436893203884"
KE,9,"Bar28, 549.6359223300971"
KE,9,"Bar29, 549.6359223300971"
KE,9,"Bar30, 550"
KE,9,"Bar31, 550.7281553398059"
KE,9,"Bar32, 550.7281553398059"
KE,9,"Bar33, 550.3640776699029"
KE,9,"Bar34, 551.4563106796116"
KE,9,"Bar35, 551.8203883495146"
KE,9,"Bar36, 552.002427184466"
KE,9,"Bar37, 552.9126213592233"
KE,9,"Bar38, 552.9126213592233"
KE,9,"Bar39, 552.9126213592233"
KE,9,"Bar40, 553.2766990291262"
KE,9,"Bar41, 552.5485436893204"
KE,9,"Bar42, 555.0970873786408"
KE,9,"Bar43, 556.0072815533981"
KE,10,"Bar0, 500.4854368932039"
KE,10,"Bar1, 507.7669902912621"
KE,10,"Bar2, 509.9514563106796"
KE,10,"Bar3, 513.5922330097087"
KE,10,"Bar4, 519.4174757281553"
KE,10,"Bar5, 521.6019417475728"
KE,10,"Bar6, 525.9708737864078"
KE,10,"Bar7, 533.9805825242719"
KE,10,"Bar8, 535.0728155339806"
KE,10,"Bar9, 536.1650485436893"
KE,10,"Bar10, 536.1650485436893"
KE,10,"Bar11, 536.1650485436893"
KE,10,"Bar12, 537.2572815533981"
KE,10,"Bar13, 537.2572815533981"
KE,10,"Bar14, 537.9854368932039"
KE,10,"Bar15, 537.9854368932039"
KE,10,"Bar16, 540.8980582524272"
KE,10,"Bar17, 540.8980582524272"
KE,10,"Bar18, 541.9902912621359"
KE,10,"Bar19, 542.7184466019418"
KE,10,"Bar20, 542.7184466019418"
KE,10,"Bar21, 543.0825242718447"
KE,10,"Bar22, 543.8106796116505"
KE,10,"Bar23, 544.5388349514564"
KE,10,"Bar24, 545.2669902912621"
KE,10,"Bar25, 544.5388349514564"
KE,10,"Bar26, 545.995145631068"
KE,10,"Bar27, 546.3592233009708"
KE,10,"Bar28, 547.8155339805826"
KE,10,"Bar29, 549.6359223300971"
KE,10,"Bar30, 550.7281553398059"
KE,10,"Bar31, 551.0922330097087"
KE,10,"Bar32, 551.8203883495146"
KE,10,"Bar33, 551.8203883495146"
KE,10,"Bar34, 551.4563106796116"
KE,10,"Bar35, 551.4563106796116"
KE,10,"Bar36, 552.9126213592233"
KE,10,"Bar37, 552.9126213592233"
KE,10,"Bar38, 555.8252427184466"
KE,10,"Bar39, 559.1019417475728"
KE,11,"Bar0, 487.0145631067961"
KE,11,"Bar1, 494.29611650485435"
KE,11,"Bar2, 497.20873786407765"
KE,11,"Bar3, 500.84951456310677"
KE,11,"Bar4, 500.84951456310677"
KE,11,"Bar5, 504.8543689320388"
KE,11,"Bar6, 506.6747572815534"
KE,11,"Bar7, 508.8592233009708"
KE,11,"Bar8, 509.5873786407767"
KE,11,"Bar9, 511.7718446601942"
KE,11,"Bar10, 516.504854368932"
KE,11,"Bar11, 519.4174757281553"
KE,11,"Bar12, 520.5097087378641"
KE,11,"Bar13, 522.3300970873786"
KE,11,"Bar14, 525.2427184466019"
KE,11,"Bar15, 527.4271844660194"
KE,11,"Bar16, 531.0679611650486"
KE,11,"Bar17, 531.7961165048544"
KE,11,"Bar18, 533.9805825242719"
KE,11,"Bar19, 535.4368932038835"
KE,11,"Bar20, 536.8932038834952"
KE,11,"Bar21, 539.0776699029126"
KE,11,"Bar22, 539.8058252427185"
KE,11,"Bar23, 540.8980582524272"
KE,11,"Bar24, 540.3519417475728"
KE,11,"Bar25, 544.9029126213592"
KE,11,"Bar26, 548.5436893203884"
KE,11,"Bar27, 553.2766990291262"
KE,12,"Bar0, 482.6456310679611"
KE,12,"Bar1, 483.373786407767"
KE,12,"Bar2, 486.28640776699024"
KE,12,"Bar3, 488.47087378640776"
KE,12,"Bar4, 491.0194174757281"
KE,12,"Bar5, 492.47572815533977"
KE,12,"Bar6, 498.6650485436893"
KE,12,"Bar7, 498.3009708737864"
KE,12,"Bar8, 501.2135922330097"
KE,12,"Bar9, 503.03398058252424"
KE,12,"Bar10, 504.4902912621359"
KE,12,"Bar11, 504.126213592233"
KE,12,"Bar12, 503.76213592233006"
KE,12,"Bar13, 507.40291262135923"
KE,12,"Bar14, 510.31553398058253"
KE,12,"Bar15, 510.31553398058253"
ME,1,"Bar0, 483.13913672639734"
ME,1,"Bar1, 484.11456772643726"
ME,1,"Bar2, 484.84614097646727"
ME,1,"Bar3, 486.0654297265172"
ME,1,"Bar4, 488.86979385163204"
ME,1,"Bar5, 494.35659322685683"
ME,1,"Bar6, 494.84430872687676"
ME,2,"Bar0, 480.82248810130244"
ME,2,"Bar1, 489.357509351652"
ME,3,"Bar0, 481.0663458513124"
ME,3,"Bar1, 488.86979385163204"
ME,3,"Bar2, 490.698726976707"
ME,3,"Bar3, 494.84430872687676"
ME,3,"Bar4, 494.4785221018618"
ME,3,"Bar5, 496.7951707269567"
ME,3,"Bar6, 498.2583172270166"
ME,3,"Bar7, 508.37841385243115"
ME,3,"Bar8, 516.1818618527508"
ME,3,"Bar9, 536.1781973535699"
ME,4,"Bar0, 481.4321324763274"
ME,4,"Bar1, 488.6259361016221"
ME,4,"Bar2, 490.820655851712"
ME,4,"Bar3, 491.7960868517519"
ME,4,"Bar4, 491.7960868517519"
ME,4,"Bar5, 492.7715178517919"
ME,4,"Bar6, 494.4785221018618"
ME,4,"Bar7, 494.4785221018618"
ME,4,"Bar8, 495.21009535189177"
ME,4,"Bar9, 495.21009535189177"
ME,4,"Bar10, 497.0390284769667"
ME,4,"Bar11, 496.7951707269567"
ME,4,"Bar12, 498.01445947700665"
ME,4,"Bar13, 497.52674397698667"
ME,4,"Bar14, 497.52674397698667"
ME,4,"Bar15, 498.8679616020416"
ME,4,"Bar16, 498.9898904770466"
ME,4,"Bar17, 499.96532147708655"
ME,4,"Bar18, 501.1846102271365"
ME,4,"Bar19, 500.33110810210155"
ME,4,"Bar20, 500.33110810210155"
ME,4,"Bar21, 500.94075247712647"
ME,4,"Bar22, 501.79425460216146"
ME,4,"Bar23, 501.79425460216146"
ME,4,"Bar24, 503.1354722272164"
ME,4,"Bar25, 507.89069835241116"
ME,4,"Bar26, 508.9880582274561"
ME,4,"Bar27, 511.06084910254106"
ME,4,"Bar28, 512.645924477606"
ME,4,"Bar29, 513.8652132276559"
ME,4,"Bar30, 515.5722174777258"
ME,4,"Bar31, 518.8642971028606"
ME,4,"Bar32, 521.3028746029605"
ME,4,"Bar33, 523.3756654780454"
ME,4,"Bar34, 524.9607408531103"
ME,4,"Bar35, 525.8142429781453"
ME,4,"Bar36, 530.5694691033401"
ME,4,"Bar37, 534.7150508535099"
ME,5,"Bar0, 492.1618734767669"
ME,5,"Bar1, 493.6250199768268"
ME,5,"Bar2, 494.35659322685683"
ME,5,"Bar3, 494.84430872687676"
ME,5,"Bar4, 494.84430872687676"
ME,5,"Bar5, 494.84430872687676"
ME,5,"Bar6, 495.81973972691674"
ME,5,"Bar7, 495.69781085191175"
ME,5,"Bar8, 496.3074552269367"
ME,5,"Bar9, 496.3074552269367"
ME,5,"Bar10, 496.7951707269567"
ME,5,"Bar11, 497.89253060200167"
ME,5,"Bar12, 498.01445947700665"
ME,5,"Bar13, 499.1118193520516"
ME,5,"Bar14, 498.3802461020216"
ME,5,"Bar15, 500.5749658521115"
ME,5,"Bar16, 501.1846102271365"
ME,5,"Bar17, 504.11090322725636"
ME,5,"Bar18, 506.06176522733625"
ME,5,"Bar19, 506.6714096023612"
ME,5,"Bar20, 507.6468406024012"
ME,5,"Bar21, 509.2319159774661"
ME,5,"Bar22, 509.7196314774861"
ME,5,"Bar23, 511.914351227576"
ME,5,"Bar24, 517.0353639777858"
ME,5,"Bar25, 525.8142429781453"
ME,5,"Bar26, 533.4957621034599"
ME,5,"Bar27, 539.8360636037197"
ME,5,"Bar28, 539.9579924787247"
ME,5,"Bar29, 554.223670854309"
ME,6,"Bar0, 487.65050510158216"
ME,6,"Bar1, 492.4057312267769"
ME,6,"Bar2, 492.1618734767669"
ME,6,"Bar3, 492.1618734767669"
ME,6,"Bar4, 494.1127354768468"
ME,6,"Bar5, 493.86887772683684"
ME,6,"Bar6, 494.6004509768668"
ME,6,"Bar7, 495.45395310190173"
ME,6,"Bar8, 496.18552635193174"
ME,6,"Bar9, 498.13638835201164"
ME,6,"Bar10, 499.59953485207154"
ME,6,"Bar11, 499.84339260208156"
ME,6,"Bar12, 501.79425460216146"
ME,6,"Bar13, 504.59861872727635"
ME,6,"Bar14, 506.7933384773662"
ME,6,"Bar15, 507.4029828523912"
ME,6,"Bar16, 508.9880582274561"
ME,6,"Bar17, 510.69506247752605"
ME,6,"Bar18, 510.81699135253103"
ME,6,"Bar19, 511.304706852551"
ME,6,"Bar20, 516.7915062277757"
ME,6,"Bar21, 517.0353639777858"
ME,6,"Bar22, 521.3028746029605"
ME,6,"Bar23, 524.7168831031004"
ME,6,"Bar24, 527.8870338532303"
ME,6,"Bar25, 529.2282514782852"
ME,6,"Bar26, 529.2282514782852"
ME,6,"Bar27, 531.78875785339"
ME,6,"Bar28, 533.4957621034599"
ME,6,"Bar29, 534.105406478485"
ME,6,"Bar30, 534.7150508535099"
ME,6,"Bar31, 538.6167748536698"
ME,6,"Bar32, 542.5184988538296"
ME,6,"Bar33, 545.9325073539694"
ME,6,"Bar34, 546.9079383540094"
ME,6,"Bar35, 548.3710848540693"
ME,6,"Bar36, 549.5903736041192"
ME,6,"Bar37, 550.4438757291541"
ME,6,"Bar38, 552.1508799792241"
ME,6,"Bar39, 553.8578842292941"
ME,7,"Bar0, 498.9898904770466"
ME,7,"Bar1, 499.1118193520516"
ME,7,"Bar2, 502.16004122717646"
ME,7,"Bar3, 505.93983635233127"
ME,7,"Bar4, 512.8897822276159"
ME,7,"Bar5, 513.1336399776259"
ME,7,"Bar6, 516.3037907277558"
ME,7,"Bar7, 519.4129770403831"
ME,7,"Bar8, 519.4739414778857"
ME,7,"Bar9, 521.1809457279555"
ME,7,"Bar10, 522.4002344780055"
ME,7,"Bar11, 521.9125189779855"
ME,7,"Bar12, 521.4248034779655"
ME,7,"Bar13, 525.0826697281153"
ME,7,"Bar14, 525.4484563531304"
ME,7,"Bar15, 526.6677451031803"
ME,7,"Bar16, 527.8870338532303"
ME,7,"Bar17, 529.1063226032802"
ME,7,"Bar18, 529.4721092282952"
ME,7,"Bar19, 531.179113478365"
ME,7,"Bar20, 531.179113478365"
ME,7,"Bar21, 531.179113478365"
ME,7,"Bar22, 531.910686728395"
ME,7,"Bar23, 532.154544478405"
ME,7,"Bar24, 534.836979728515"
ME,7,"Bar25, 533.98347760348"
ME,7,"Bar26, 533.617690978465"
ME,7,"Bar27, 534.105406478485"
ME,7,"Bar28, 537.5194149786248"
ME,7,"Bar29, 538.1290593536497"
ME,7,"Bar30, 539.7141347287147"
ME,7,"Bar31, 540.2018502287347"
ME,7,"Bar32, 539.2264192286947"
ME,7,"Bar33, 539.8360636037197"
ME,7,"Bar34, 540.5676368537496"
ME,7,"Bar35, 541.4211389787846"
ME,7,"Bar36, 541.5430678537896"
ME,7,"Bar37, 542.3965699788246"
ME,7,"Bar38, 542.3965699788246"
ME,7,"Bar39, 543.0062143538495"
ME,7,"Bar40, 543.7377876038795"
ME,7,"Bar41, 544.5912897289145"
ME,7,"Bar42, 545.3228629789444"
ME,7,"Bar43, 546.2982939789844"
ME,7,"Bar44, 548.0052982290542"
ME,7,"Bar45, 547.0298672290144"
ME,7,"Bar46, 551.7850933542092"
ME,8,"Bar0, 497.89253060200167"
ME,8,"Bar1, 502.16004122717646"
ME,8,"Bar2, 502.0381123521715"
ME,8,"Bar3, 501.42846797714645"
ME,8,"Bar4, 502.40389897718643"
ME,8,"Bar5, 502.5258278521914"
ME,8,"Bar6, 504.4766898522713"
ME,8,"Bar7, 506.06176522733625"
ME,8,"Bar8, 506.3056229773462"
ME,8,"Bar9, 507.4029828523912"
ME,8,"Bar10, 507.6468406024012"
ME,8,"Bar11, 511.426635727556"
ME,8,"Bar12, 511.914351227576"
ME,8,"Bar13, 512.7678533526109"
ME,8,"Bar14, 512.7678533526109"
ME,8,"Bar15, 513.2555688526309"
ME,8,"Bar16, 515.3283597277158"
ME,8,"Bar17, 515.3283597277158"
ME,8,"Bar18, 515.3283597277158"
ME,8,"Bar19, 515.5722174777258"
ME,8,"Bar20, 516.7915062277757"
ME,8,"Bar21, 517.6450083528107"
ME,8,"Bar22, 520.5713013529306"
ME,8,"Bar23, 521.6686612279756"
ME,8,"Bar24, 521.6686612279756"
ME,8,"Bar25, 523.4975943530504"
ME,8,"Bar26, 523.8633809780654"
ME,8,"Bar27, 525.5703852281354"
ME,8,"Bar28, 525.9361718531503"
ME,8,"Bar29, 526.6677451031803"
ME,8,"Bar30, 526.7896739781853"
ME,8,"Bar31, 528.1308916032402"
ME,8,"Bar32, 528.9843937282752"
ME,8,"Bar33, 529.4721092282952"
ME,8,"Bar34, 531.05718460336"
ME,8,"Bar35, 532.27647335341"
ME,8,"Bar36, 532.642259978425"
ME,8,"Bar37, 533.00804660344"
ME,8,"Bar38, 534.4711931034999"
ME,8,"Bar39, 536.3001262285749"
ME,8,"Bar40, 540.2018502287347"
ME,8,"Bar41, 542.0307833538095"
ME,8,"Bar42, 541.0553523537696"
ME,8,"Bar43, 544.3474319789045"
ME,8,"Bar44, 548.0052982290542"
ME,9,"Bar0, 493.7469488518318"
ME,9,"Bar1, 494.9662376018818"
ME,9,"Bar2, 497.52674397698667"
ME,9,"Bar3, 498.7460327270366"
ME,9,"Bar4, 497.77060172699663"
ME,9,"Bar5, 499.7214637270765"
ME,9,"Bar6, 500.45303697710654"
ME,9,"Bar7, 505.0863342272963"
ME,9,"Bar8, 503.5012588522314"
ME,9,"Bar9, 504.9644053522913"
ME,9,"Bar10, 505.4521208523113"
ME,9,"Bar11, 507.0371962273762"
ME,9,"Bar12, 506.3056229773462"
ME,9,"Bar13, 506.6714096023612"
ME,9,"Bar14, 507.7687694774062"
ME,9,"Bar15, 508.9880582274561"
ME,9,"Bar16, 509.5977026024811"
ME,9,"Bar17, 508.86612935245114"
ME,9,"Bar18, 509.4757737274761"
ME,9,"Bar19, 511.304706852551"
ME,9,"Bar20, 511.67049347756597"
ME,9,"Bar21, 512.158208977586"
ME,9,"Bar22, 512.402066727596"
ME,9,"Bar23, 514.1090709776659"
ME,9,"Bar24, 514.8406442276959"
ME,9,"Bar25, 514.8406442276959"
ME,9,"Bar26, 515.4502886027208"
ME,9,"Bar27, 515.4502886027208"
ME,9,"Bar28, 516.4257196027608"
ME,9,"Bar29, 516.7915062277757"
ME,9,"Bar30, 517.7669372278157"
ME,9,"Bar31, 519.3520126028807"
ME,9,"Bar32, 518.7423682278556"
